# Crack ledger, grouped by batch. See hashes/overrides/README.md.
#: game-entity-sweep	GameEntity sweep leftovers; its class half merged as CommunityDragon/Data#35
#: pre-ledger-backlog	Predates the ledger; dates from git blame, method not recoverable
#: season16-modes-ui	16.9-16.14 exes + dumps: Monarch/Battlegrounds/TFT, ClientState, keybinds, Params*
#: vfx-driver-graph	IVfxBaseDriver graph; 16.13 exe MetaClass_register table, FNV-1a exact, no attested strings
#: gameplay-texture	A map-sized RGBA render target the game paints into during a match, one gameplay layer per texture channel. The engine spells the subsystem out: shader macros GAMEPLAY_TEXTURE / GAMEPLAY_TEXTURE_VS, a GameplayTextureDataStream, and ASSETS/Shaders/HLSL/GameplayTexture/PS_GAMEPLAY_TEXTURE.ps. Registration order pins each name to its slot, and the Sampler entries are handed straight to Material::AppendSamplerValue. Present in 16.15, no authored data yet.
#: map-graphics-unproven	Two map graphics finds where the hash is the only real evidence. Registration order narrows MapAntiAliasing to a MapA* name and its two U8 fields fit, but nothing in the client ever reads the class, so there is no behaviour to check the string against. RenderTargetSize is a U32 defaulting to 4096 on a class that is itself still unnamed. Plausible, not established - do not send upstream.
#: meta-delta-16.14	16.14 dump (7949266) delta vs 16.13: family templates (VfxPhysics<X>Modifier, <X>RigPoseModifierData, VfxEmission<X>) plus a Start/End shared-prefix pairing proof on DynamicsChainProperties; every hash re-checked for a mov edx,<hash> registrar site in the installed 16.15 client.
#: meta-delta-16.14-unproven	Same 16.14 sweep, names NOT established: WardSkin collides on 0x75895412 with HideRarity so the hash cannot choose between them; PropertyTraits names an empty interface with no structure to corroborate against; CollisionForce has no sibling or numeric support and is gone by 16.15. DO NOT submit upstream.
#: propertyloadable-ui	PropertyLoadable's UI tree. Names pinned by their slot in the client's registration order; UiComponent also shows up in shipped paths.

hash	table	name	batch	cracked	status	pr
6166b756	binfields	Calculation	pre-ledger-backlog	2026-07-20	pending	-
dabb5d78	binfields	CameraDamping	pre-ledger-backlog	2026-07-20	pending	-
e1fb2076	binfields	CameraMass	pre-ledger-backlog	2026-07-20	pending	-
41dfbe54	binfields	CameraPos	pre-ledger-backlog	2026-07-20	pending	-
4e3b1910	binfields	CameraRes	pre-ledger-backlog	2026-07-20	pending	-
480698c7	binfields	CameraStiffness	pre-ledger-backlog	2026-07-20	pending	-
5793fe9f	binfields	CameraUpdater	pre-ledger-backlog	2026-07-20	pending	-
56215037	binfields	CardRegion	pre-ledger-backlog	2026-07-20	pending	-
7aef16a8	binfields	Caret	pre-ledger-backlog	2026-07-20	pending	-
c62ec87b	binfields	CaretOffset	pre-ledger-backlog	2026-07-20	pending	-
a3dafbbb	binfields	CarouselButton	pre-ledger-backlog	2026-07-20	pending	-
9165a7c4	binfields	CastAction	pre-ledger-backlog	2026-07-20	pending	-
03bd33b1	binfields	CastE	pre-ledger-backlog	2026-07-20	pending	-
00bd2ef8	binfields	CastF	pre-ledger-backlog	2026-07-20	pending	-
9541ad14	binfields	CastItem1	pre-ledger-backlog	2026-07-20	pending	-
9841b1cd	binfields	CastItem2	pre-ledger-backlog	2026-07-20	pending	-
9741b03a	binfields	CastItem3	pre-ledger-backlog	2026-07-20	pending	-
9241a85b	binfields	CastItem4	pre-ledger-backlog	2026-07-20	pending	-
9141a6c8	binfields	CastItem5	pre-ledger-backlog	2026-07-20	pending	-
9441ab81	binfields	CastItem6	pre-ledger-backlog	2026-07-20	pending	-
14bd4e74	binfields	CastR	pre-ledger-backlog	2026-07-20	pending	-
591f8423	binfields	CastRangeOverride	pre-ledger-backlog	2026-07-20	pending	-
bd509cb6	binfields	CastRequirements	pre-ledger-backlog	2026-07-20	pending	-
e7e90aee	binfields	CastShadow	pre-ledger-backlog	2026-07-20	pending	-
3a3c1fee	binfields	CastType	pre-ledger-backlog	2026-07-20	pending	-
11bd49bb	binfields	CastW	pre-ledger-backlog	2026-07-20	pending	-
1558b9d3	binfields	CenterText	pre-ledger-backlog	2026-07-20	pending	-
65b78965	binfields	CeremonyLink	pre-ledger-backlog	2026-07-20	pending	-
093b1be1	bintypes	ChampionSpec	pre-ledger-backlog	2026-07-20	pending	-
4f0e44f5	binfields	ChampionsLayout	pre-ledger-backlog	2026-07-20	pending	-
04681146	binfields	ChaosSequence	pre-ledger-backlog	2026-07-20	pending	-
3f1ae9da	bintypes	CharacterMeshEntity	pre-ledger-backlog	2026-07-20	pending	-
b3b78034	bintypes	CharacterMeshGeComponent	pre-ledger-backlog	2026-07-20	pending	-
13a1bb9a	binfields	CharacterProbe	pre-ledger-backlog	2026-07-20	pending	-
9bc68be3	binfields	ChatRegion	pre-ledger-backlog	2026-07-20	pending	-
928eb9b4	binfields	CheatList	pre-ledger-backlog	2026-07-20	pending	-
d1519ad2	binfields	CheckMark	pre-ledger-backlog	2026-07-20	pending	-
1418c47f	binfields	Chroma	pre-ledger-backlog	2026-07-20	pending	-
c3a944e7	binfields	ChromaData	pre-ledger-backlog	2026-07-20	pending	-
debd7dbe	binfields	ClientData	pre-ledger-backlog	2026-07-20	pending	-
671bdc8d	bintypes	ClientScript	pre-ledger-backlog	2026-07-20	pending	-
e6f743fc	binfields	ClippingGuard	pre-ledger-backlog	2026-07-20	pending	-
72729cf8	binfields	ClockDefinition	pre-ledger-backlog	2026-07-20	pending	-
8d57d389	binfields	ClosedPing	pre-ledger-backlog	2026-07-20	pending	-
3c475337	binfields	ClosestDistance	pre-ledger-backlog	2026-07-20	pending	-
5b49a915	bintypes	ClosestTarget	pre-ledger-backlog	2026-07-20	pending	-
eb8dc96c	binfields	Coc	pre-ledger-backlog	2026-07-20	pending	-
bf957944	bintypes	ColorGet	pre-ledger-backlog	2026-07-20	pending	-
095a8cab	binfields	ColorScales	pre-ledger-backlog	2026-07-20	pending	-
a74bc193	binfields	ColorTexture	pre-ledger-backlog	2026-07-20	pending	-
c170f95e	binfields	ColumnCount	pre-ledger-backlog	2026-07-20	pending	-
4e748038	binfields	CombatGroup	pre-ledger-backlog	2026-07-20	pending	-
a2e2709c	binfields	CommandFinisherAnimation	pre-ledger-backlog	2026-07-20	pending	-
6173f330	binfields	CommonLoadable	pre-ledger-backlog	2026-07-20	pending	-
21c740af	bintypes	CommonScript	pre-ledger-backlog	2026-07-20	pending	-
8760c87a	binfields	CompareUnit	pre-ledger-backlog	2026-07-20	pending	-
b7a1ea38	binfields	CompleteBorder	pre-ledger-backlog	2026-07-20	pending	-
d77ad395	binfields	CompleteColor	pre-ledger-backlog	2026-07-20	pending	-
6b8663cf	binfields	CompleteIcon	pre-ledger-backlog	2026-07-20	pending	-
5efd6ee0	binfields	Component	pre-ledger-backlog	2026-07-20	pending	-
49412a59	binfields	ComponentOverrides	pre-ledger-backlog	2026-07-20	pending	-
d1edd5db	binfields	Comps	pre-ledger-backlog	2026-07-20	pending	-
a3383d13	binfields	Concept	pre-ledger-backlog	2026-07-20	pending	-
8d51331e	bintypes	ConceptBase	pre-ledger-backlog	2026-07-20	pending	-
7c8a1308	binfields	ConceptObject	pre-ledger-backlog	2026-07-20	pending	-
9eb3235e	binfields	ConditionData	pre-ledger-backlog	2026-07-20	pending	-
0e13846e	binfields	ConditionOperator	pre-ledger-backlog	2026-07-20	pending	-
11ca9f3d	binfields	ConnectedNodes	pre-ledger-backlog	2026-07-20	pending	-
6152a19f	binfields	ContentTypeIcon	pre-ledger-backlog	2026-07-20	pending	-
137bf219	binfields	ContentTypeText	pre-ledger-backlog	2026-07-20	pending	-
f34f5793	binfields	ContinueText	pre-ledger-backlog	2026-07-20	pending	-
89ba4a26	binfields	ControlSet	pre-ledger-backlog	2026-07-20	pending	-
65cd1e65	binfields	ControlVector2	pre-ledger-backlog	2026-07-20	pending	-
642004df	binfields	CooldownMessage	pre-ledger-backlog	2026-07-20	pending	-
ea13124a	binfields	CooldownStatus	pre-ledger-backlog	2026-07-20	pending	-
f31321aa	binfields	CosmeticDuration	pre-ledger-backlog	2026-07-20	pending	-
eaefb0c9	binfields	CostIcon	pre-ledger-backlog	2026-07-20	pending	-
70fa4e8c	binfields	CraftIcon	pre-ledger-backlog	2026-07-20	pending	-
d58eab1d	binfields	CrestUp	pre-ledger-backlog	2026-07-20	pending	-
5e2da6e3	binfields	CurrencyIcon	pre-ledger-backlog	2026-07-20	pending	-
d0596065	binfields	CurrencyText	pre-ledger-backlog	2026-07-20	pending	-
1475bab7	binfields	CurrencyValue	pre-ledger-backlog	2026-07-20	pending	-
e25f9f09	binfields	CurrentCamera	pre-ledger-backlog	2026-07-20	pending	-
a413accd	binfields	CurrentGroup	pre-ledger-backlog	2026-07-20	pending	-
0a93f677	binfields	CurrentIcon	pre-ledger-backlog	2026-07-20	pending	-
996a8f3f	binfields	CurrentLevelText	pre-ledger-backlog	2026-07-20	pending	-
a09e1bbf	binfields	CurrentPip	pre-ledger-backlog	2026-07-20	pending	-
e23ce27f	binfields	CurrentSeason	pre-ledger-backlog	2026-07-20	pending	-
69b0a839	binfields	CustomDropRate	pre-ledger-backlog	2026-07-20	pending	-
ec8e071a	bintypes	CustomGet	pre-ledger-backlog	2026-07-20	pending	-
629094b5	binfields	CustomTooltip	pre-ledger-backlog	2026-07-20	pending	-
c70f6a1e	binfields	DailyLoginViewController	pre-ledger-backlog	2026-07-20	pending	-
3c0023cb	binfields	DamageOvertime	pre-ledger-backlog	2026-07-20	pending	-
0ea3d3f5	binfields	DamagePrediction	pre-ledger-backlog	2026-07-20	pending	-
137cf12a	binfields	DataValue	pre-ledger-backlog	2026-07-20	pending	-
9ad0961e	binfields	Dates	pre-ledger-backlog	2026-07-20	pending	-
e44f21fd	binfields	Day	pre-ledger-backlog	2026-07-20	pending	-
f9e90ffe	binfields	DeadMaterial	pre-ledger-backlog	2026-07-20	pending	-
b612fe95	binfields	DeadzoneMagnitude	pre-ledger-backlog	2026-07-20	pending	-
a525bc7a	binfields	DeadzonePercent	pre-ledger-backlog	2026-07-20	pending	-
03c4be95	bintypes	DeathHelper	pre-ledger-backlog	2026-07-20	pending	-
b1edf879	bintypes	DeathRecapTeammateSpectator	pre-ledger-backlog	2026-07-20	pending	-
c5597e8c	binfields	Def	pre-ledger-backlog	2026-07-20	pending	-
9a676645	binfields	DefaultAugment	pre-ledger-backlog	2026-07-20	pending	-
012c1bc1	binfields	DefaultColor	pre-ledger-backlog	2026-07-20	pending	-
9b9a3c69	binfields	DefaultDescriptions	pre-ledger-backlog	2026-07-20	pending	-
307d1fb1	binfields	DefaultGain	pre-ledger-backlog	2026-07-20	pending	-
4b9489d8	binfields	DefaultIcons	pre-ledger-backlog	2026-07-20	pending	-
3f074682	binfields	DefaultInput	pre-ledger-backlog	2026-07-20	pending	-
7c29b357	binfields	DefaultOutput	pre-ledger-backlog	2026-07-20	pending	-
1bdade49	binfields	DefaultPlayerInventory	pre-ledger-backlog	2026-07-20	pending	-
4fc07890	binfields	DefaultSkinName	pre-ledger-backlog	2026-07-20	pending	-
2f6cd7a5	binfields	DefaultTooltip	pre-ledger-backlog	2026-07-20	pending	-
1ff99d7f	binfields	DefaultTra	pre-ledger-backlog	2026-07-20	pending	-
17f82fb1	binfields	DelayTime	pre-ledger-backlog	2026-07-20	pending	-
d23c9e02	binfields	DepthFog	pre-ledger-backlog	2026-07-20	pending	-
4d87c515	binfields	DepthFogColor	pre-ledger-backlog	2026-07-20	pending	-
456d362f	binfields	DepthFogEnd	pre-ledger-backlog	2026-07-20	pending	-
a6ce8c9a	binfields	DepthFogStart	pre-ledger-backlog	2026-07-20	pending	-
2afda2ce	binfields	DescriptionFooter	pre-ledger-backlog	2026-07-20	pending	-
3b7aa707	binfields	DescriptionLong	pre-ledger-backlog	2026-07-20	pending	-
c19c58be	binfields	DescriptionOverrides	pre-ledger-backlog	2026-07-20	pending	-
bff2f361	binfields	DescriptionShort	pre-ledger-backlog	2026-07-20	pending	-
67e380d5	binfields	DesignerProperty	pre-ledger-backlog	2026-07-20	pending	-
1a01f930	binfields	DetailedIcon	pre-ledger-backlog	2026-07-20	pending	-
4a255f53	binfields	DetailedScene	pre-ledger-backlog	2026-07-20	pending	-
09cfdcf0	binfields	Difficulty	pre-ledger-backlog	2026-07-20	pending	-
4756c3d8	binfields	DifficultyData	pre-ledger-backlog	2026-07-20	pending	-
fdf1d536	binfields	DifficultyLevel	pre-ledger-backlog	2026-07-20	pending	-
a6e992c8	bintypes	DirectionReleases	pre-ledger-backlog	2026-07-20	pending	-
827aac32	binfields	DisableFogOfWar	pre-ledger-backlog	2026-07-20	pending	-
97812f3b	binfields	DisableThrottle	pre-ledger-backlog	2026-07-20	pending	-
77cff90e	binfields	DisplayCondition	pre-ledger-backlog	2026-07-20	pending	-
9b5df0d5	binfields	DisplayData	pre-ledger-backlog	2026-07-20	pending	-
fb3055fc	binfields	DisplayFlags	pre-ledger-backlog	2026-07-20	pending	-
5f22a7f6	binfields	DisplayNameOverride	pre-ledger-backlog	2026-07-20	pending	-
fba5b4cd	binfields	DistanceThreshold	pre-ledger-backlog	2026-07-20	pending	-
72a9c287	binfields	DistributionWeight	pre-ledger-backlog	2026-07-20	pending	-
3a568777	binfields	DividerTra	pre-ledger-backlog	2026-07-20	pending	-
11784e5b	binfields	DivisionUp	pre-ledger-backlog	2026-07-20	pending	-
e568bb76	binfields	Dof	pre-ledger-backlog	2026-07-20	pending	-
9b8085f1	binfields	DofDebug	pre-ledger-backlog	2026-07-20	pending	-
cc492242	binfields	DoubleActive	pre-ledger-backlog	2026-07-20	pending	-
64761191	binfields	DoubleCompleted	pre-ledger-backlog	2026-07-20	pending	-
bd63565e	binfields	DoubleLocked	pre-ledger-backlog	2026-07-20	pending	-
